file_path,genre,file_name,tempo_bpm,spectral_centroid_mean,spectral_centroid_std,rms_mean,rms_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\Blues\Blues-TRACOHF128F1498509.mp3,Blues,Blues-TRACOHF128F1498509.mp3,184.5703125,2527.3417724831547,981.2891494427415,0.1640559583902359,0.06165584549307823,-133.14422607421875,58.041770935058594,159.13772583007812,31.365224838256836,-43.9774169921875,19.038007736206055,63.59759521484375,20.09373664855957,-11.171407699584961,18.84927749633789,22.864253997802734,16.036239624023438,-3.0139167308807373,14.93663215637207,5.15711784362793,12.413655281066895,-0.854989230632782,11.202458381652832,-0.5678510069847107,9.166675567626953,0.09183131158351898,8.754422187805176,-4.812098503112793,8.009967803955078,5.0510101318359375,7.072882175445557,0.47278162837028503,0.44807466864585876,0.5188834071159363,0.5136945247650146,0.5295573472976685,0.5566142797470093,0.5039233565330505,0.4620041847229004,0.48660340905189514,0.5063896775245667,0.47909682989120483,0.5002323985099792
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\Country\Country-TRAAUBG128F421C7F9.mp3,Country,Country-TRAAUBG128F421C7F9.mp3,93.96306818181819,2010.8949839324414,529.6075077455195,0.17195262014865875,0.04376693814992905,-142.35702514648438,37.539310455322266,173.46295166015625,17.88527488708496,-49.43018341064453,15.003718376159668,42.683807373046875,12.365906715393066,-0.36214131116867065,14.612493515014648,12.868401527404785,10.703695297241211,-17.128610610961914,11.586444854736328,10.443519592285156,9.307419776916504,-11.129767417907715,10.615080833435059,-7.934415340423584,9.775853157043457,-0.5046711564064026,10.897242546081543,-8.596138954162598,7.070963382720947,-1.9843642711639404,7.476933479309082,0.43332064151763916,0.4650282859802246,0.4660985469818115,0.5765288472175598,0.40962719917297363,0.4258737862110138,0.3511578440666199,0.3600613474845886,0.3638840913772583,0.43626558780670166,0.5962643027305603,0.412496417760849
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\Electronic\Electronic-TRABPCC128F4265EF7.mp3,Electronic,Electronic-TRABPCC128F4265EF7.mp3,135.99917763157896,2681.02688317753,587.8549542732231,0.3349924385547638,0.07039061188697815,-33.5068244934082,43.244937896728516,159.94679260253906,20.149524688720703,-63.60142517089844,14.55440902709961,52.697200775146484,16.32761573791504,-23.881811141967773,12.164960861206055,27.22907829284668,10.570284843444824,-5.033240795135498,8.312442779541016,20.972637176513672,10.016448020935059,-5.011725902557373,7.988234519958496,7.339338302612305,8.49432373046875,3.4530229568481445,6.54017448425293,4.510592460632324,6.563446998596191,7.787884712219238,7.698647975921631,0.4348565340042114,0.4479934275150299,0.5031238198280334,0.4766519367694855,0.5015061497688293,0.6458431482315063,0.5167190432548523,0.46635833382606506,0.5122213959693909,0.4762093126773834,0.6995218992233276,0.4975108206272125
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\Folk\Folk-TRAATUB128F9341737.mp3,Folk,Folk-TRAATUB128F9341737.mp3,161.4990234375,2793.7656643221912,955.1593642192245,0.13951802253723145,0.0556710846722126,-148.2861328125,45.828773498535156,140.7400665283203,24.499082565307617,-35.5828857421875,13.713593482971191,58.64713668823242,15.507529258728027,-6.983987808227539,16.357494354248047,34.31975173950195,12.435019493103027,-11.891939163208008,12.056965827941895,10.9638032913208,10.112969398498535,-0.25410258769989014,11.699724197387695,-3.1020150184631348,10.343626022338867,-9.179962158203125,9.82136344909668,2.418148994445801,8.95608139038086,6.3462910652160645,8.620702743530273,0.5179607272148132,0.5161049365997314,0.5854071378707886,0.44149649143218994,0.3836262822151184,0.33870354294776917,0.37654754519462585,0.44698071479797363,0.47585687041282654,0.49437078833580017,0.4227464497089386,0.47519898414611816
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\Jazz\Jazz-TRAAJAC12903CEB847.mp3,Jazz,Jazz-TRAAJAC12903CEB847.mp3,156.60511363636363,3380.7921100841395,1086.554148863872,0.23249287903308868,0.09366801381111145,-68.96281433105469,55.32030487060547,135.8654327392578,25.57864761352539,-48.061073303222656,14.7379150390625,57.32849884033203,17.094982147216797,-19.33027458190918,17.83608055114746,26.76261329650879,17.591108322143555,-17.070415496826172,13.002340316772461,23.23777198791504,10.702584266662598,-6.626049041748047,10.012275695800781,0.8389333486557007,11.401837348937988,1.6429033279418945,9.377145767211914,1.00043785572052,8.508166313171387,3.8861608505249023,8.190018653869629,0.5162433981895447,0.43743839859962463,0.5731570720672607,0.4282993674278259,0.37587785720825195,0.2958393692970276,0.36934101581573486,0.5231184363365173,0.42593204975128174,0.517508327960968,0.42927759885787964,0.4837927520275116
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\Latin\Latin-TRAFNQP128F92FAA26.mp3,Latin,Latin-TRAFNQP128F92FAA26.mp3,101.33272058823529,2321.5769120514697,469.04885030251523,0.13429464399814606,0.042459066957235336,-151.76174926757812,42.02626419067383,161.95535278320312,15.552322387695312,-35.300209045410156,14.77855110168457,50.775028228759766,11.76793098449707,-17.245609283447266,12.115455627441406,30.611696243286133,8.3377103805542,-14.505417823791504,9.85621452331543,12.605525016784668,9.219056129455566,-10.439613342285156,9.216720581054688,1.686502456665039,7.832566261291504,-3.0815353393554688,7.2560577392578125,-1.2710559368133545,7.675365924835205,4.325941562652588,7.462437629699707,0.5083290934562683,0.3695261776447296,0.3529265522956848,0.37398841977119446,0.4755329191684723,0.38764688372612,0.34015196561813354,0.3171452283859253,0.368573933839798,0.532581090927124,0.5651068687438965,0.6246582269668579
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\Metal\Metal-TRAANRJ128F931D72D.mp3,Metal,Metal-TRAANRJ128F931D72D.mp3,151.99908088235293,3364.370148772672,581.8931852203823,0.29589083790779114,0.0526430681347847,-32.56550598144531,26.896543502807617,139.96383666992188,15.366806983947754,-64.44258880615234,9.61306095123291,69.36857604980469,11.576533317565918,-26.8822021484375,11.285655975341797,35.52047348022461,9.433737754821777,-9.6682710647583,9.675246238708496,17.292949676513672,10.124865531921387,2.756897211074829,9.974653244018555,11.185787200927734,8.350703239440918,3.561755895614624,8.484785079956055,7.225386619567871,8.072922706604004,9.167956352233887,7.15833044052124,0.49378830194473267,0.46397754549980164,0.4889869689941406,0.500438392162323,0.5488617420196533,0.6347322463989258,0.5705380439758301,0.5953882932662964,0.584053099155426,0.6174358129501343,0.5310373902320862,0.4952796995639801
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\New Age\New Age-TRAASED12903CEE1C5.mp3,New Age,New Age-TRAASED12903CEE1C5.mp3,101.33272058823529,3711.8310064966486,942.6276176956366,0.09866146743297577,0.039303965866565704,-146.37747192382812,70.92994689941406,122.40245056152344,18.184585571289062,-33.15642166137695,19.69717025756836,66.80110931396484,11.281818389892578,-25.209081649780273,12.150442123413086,38.48751449584961,14.521281242370605,-9.925073623657227,14.212991714477539,22.560489654541016,9.996041297912598,-5.936578750610352,14.452993392944336,7.079748630523682,7.0822906494140625,2.9978556632995605,7.947693347930908,1.1496778726577759,7.621294975280762,3.2479190826416016,6.514224052429199,0.5840182900428772,0.5960096716880798,0.7200254797935486,0.58153235912323,0.5276979804039001,0.6249582171440125,0.5496373176574707,0.5818005800247192,0.5630456805229187,0.723038911819458,0.6446975469589233,0.5486806631088257
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\Pop\Pop-TRAAXPX128F42AA93D.mp3,Pop,Pop-TRAAXPX128F42AA93D.mp3,99.38401442307692,2590.214685922203,629.6851197245301,0.27436932921409607,0.06535269320011139,-65.76347351074219,29.934335708618164,155.82505798339844,17.781923294067383,-36.71529006958008,11.99423885345459,49.22438049316406,15.864256858825684,-19.648252487182617,11.46570110321045,35.06406784057617,9.39879035949707,-11.35147476196289,10.266655921936035,15.83680534362793,9.0433349609375,-1.5038882493972778,8.543102264404297,6.955312252044678,7.572117328643799,4.169900894165039,7.862691879272461,3.086521625518799,7.3293962478637695,3.101328134536743,6.223668098449707,0.4576137363910675,0.4176574945449829,0.46919816732406616,0.4683893024921417,0.4301564693450928,0.47681471705436707,0.47086337208747864,0.5272831320762634,0.4419335424900055,0.4200434386730194,0.49836495518684387,0.46467849612236023
C:\Users\warty\OneDrive\Desktop\Python_projects\Capstone_music_maker\Scenario 2_ AI Music Composer & Listener Insight platform\MP3-Example\Punk\Punk-TRADYFD12903CE4161.mp3,Punk,Punk-TRADYFD12903CE4161.mp3,114.84375,2876.743059141594,720.6547879806353,0.23100152611732483,0.07001934200525284,-72.1594467163086,38.3493537902832,153.2089080810547,18.979415893554688,-45.855262756347656,14.158062934875488,50.511924743652344,11.70222282409668,-20.143301010131836,16.73078155517578,34.62357711791992,10.642539978027344,-22.622840881347656,10.139542579650879,14.098302841186523,9.688281059265137,-6.044212818145752,9.058237075805664,8.800180435180664,7.941762447357178,-1.1908400058746338,8.192893028259277,-4.012716293334961,7.765242576599121,7.924432277679443,7.526190757751465,0.48608994483947754,0.4381093978881836,0.6346185207366943,0.500348687171936,0.4364737868309021,0.3776434659957886,0.3230855166912079,0.3631798326969147,0.3486209213733673,0.41576310992240906,0.3171449303627014,0.3955833315849304
